,keyword_source,full_name,html_url,create_date,update_date,pushed_date,language,stars,forks,watchers,open_issues,is_fork,topics,description,included_libraries,require_list,source_type,cluster,year,update_year,text
2522,"""generative"" AND ""AI""",lucidrains/DALLE2-pytorch,https://github.com/lucidrains/DALLE2-pytorch,2022-04-07T04:14:08+00:00,2025-06-02T07:30:37+00:00,2024-05-11T19:18:10+00:00,Python,11280.0,1095.0,11280.0,73.0,FALSE,"['artificial-intelligence', 'deep-learning', 'text-to-image']","Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch",,"['accelerate', 'click', 'clip-anytorch', 'coca-pytorch', 'einops', 'ema-pytorch', 'embedding-reader', 'fsspec', 'kornia', 'numpy', 'open-clip-torch', 'packaging', 'pillow', 'pydantic', 'pytorch-warmup', 'resize-right', 'rotary-embedding-torch', 'torch', 'torchvision', 'tqdm', 'vector-quantize-pytorch', 'webdataset', 'x-clip']",setup,5,2022,2025,"Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch ['artificial-intelligence', 'deep-learning', 'text-to-image']"
2523,"""generative"" AND ""AI""",icaros-usc/overcooked_env_gen,https://github.com/icaros-usc/overcooked_env_gen,2022-06-22T07:35:18+00:00,2025-05-16T00:31:32+00:00,2024-05-01T18:38:48+00:00,Python,13.0,1.0,13.0,0.0,FALSE,[],"Official implementation of the paper ""On the Importance of Environments in Human-Robot Coordination"", published in RSS 2021.",,"['akro', 'alive-progress', 'bokeh', 'dask', 'dask-jobqueue', 'gym', 'matplotlib', 'numpy', 'opencv-python', 'pandas', 'pygame', 'scipy', 'seaborn', 'toml', 'torch', 'tqdm']",setup,15,2022,2025,"Official implementation of the paper ""On the Importance of Environments in Human-Robot Coordination"", published in RSS 2021. []"
2524,"""generative"" AND ""AI""",lucidrains/transframer-pytorch,https://github.com/lucidrains/transframer-pytorch,2022-08-17T15:20:47+00:00,2025-05-13T11:05:57+00:00,2022-08-23T20:33:15+00:00,Python,71.0,6.0,71.0,3.0,FALSE,"['artificial-intelligence', 'deep-learning', 'video-generation', 'attention-mechanisms', 'transformers', 'unet']","Implementation of Transframer, Deepmind's U-net + Transformer architecture for up to 30 seconds video generation, in Pytorch",,"['einops', 'kornia', 'torch']",setup,5,2022,2025,"Implementation of Transframer, Deepmind's U-net + Transformer architecture for up to 30 seconds video generation, in Pytorch ['artificial-intelligence', 'deep-learning', 'video-generation', 'attention-mechanisms', 'transformers', 'unet']"
2525,"""generative"" AND ""AI""",marrlab/DISPR,https://github.com/marrlab/DISPR,2022-08-19T13:26:30+00:00,2025-04-18T07:00:57+00:00,2023-05-31T18:31:18+00:00,Python,38.0,5.0,38.0,4.0,FALSE,[],A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images,,"['albumentations', 'art', 'blobfile', 'byol-pytorch', 'einops', 'matplotlib', 'nibabel', 'numpy', 'omegaconf', 'pandas', 'pandasql', 'pillow', 'scikit-learn', 'setproctitle', 'simpleitk', 'tensorboard', 'torch', 'torchvision', 'tqdm', 'visdom']",both,7,2022,2025,A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images []
2526,"""generative"" AND ""AI""",lmxyy/sige,https://github.com/lmxyy/sige,2022-10-30T02:03:26+00:00,2025-03-25T00:29:37+00:00,2024-03-18T03:39:31+00:00,Python,265.0,12.0,265.0,2.0,FALSE,"['gans', 'acceleration', 'conditional-gan', 'conditional-gans', 'ddim', 'ddpm', 'diffusion-models', 'gaugan', 'image-editing', 'sparse', 'sparse-convolution', 'progressive-distillation']","[NeurIPS 2022, T-PAMI 2023] Efficient Spatially Sparse Inference for Conditional GANs and Diffusion Models",,['torch'],setup,5,2022,2025,"[NeurIPS 2022, T-PAMI 2023] Efficient Spatially Sparse Inference for Conditional GANs and Diffusion Models ['gans', 'acceleration', 'conditional-gan', 'conditional-gans', 'ddim', 'ddpm', 'diffusion-models', 'gaugan', 'image-editing', 'sparse', 'sparse-convolution', 'progressive-distillation']"
2527,"""generative"" AND ""AI""",maum-ai/phaseaug,https://github.com/maum-ai/phaseaug,2022-10-04T05:50:02+00:00,2025-01-08T17:52:17+00:00,2024-05-06T23:20:24+00:00,Python,189.0,14.0,189.0,7.0,FALSE,"['gan', 'speech-synthesis', 'vocoder']",ICASSP 2023 Accepted,,"['alias-free-torch', 'cython', 'gpustat', 'kiwipiepy', 'librosa', 'matplotlib', 'numpy', 'omegaconf', 'scipy', 'tensorboard', 'torch', 'unidecode']",both,5,2022,2025,"ICASSP 2023 Accepted ['gan', 'speech-synthesis', 'vocoder']"
2528,"""generative"" AND ""AI""",intel/intel-extension-for-transformers,https://github.com/intel/intel-extension-for-transformers,2022-11-11T05:32:27+00:00,2025-05-30T22:13:29+00:00,2024-10-08T21:09:46+00:00,Python,2171.0,213.0,2171.0,56.0,FALSE,"['large-language-model', 'chatbot', '4-bits', 'llm-inference', 'llm-cpu', 'chatpdf', 'streamingllm', 'intel-optimized-llamacpp', 'speculative-decoding', 'neural-chat', 'habana', 'neural-chat-7b', 'rag', 'retrieval', 'autoround', 'gaudi3']",⚡ Build your chatbot within minutes on your favorite device; offer SOTA compression techniques for LLMs; run LLMs efficiently on Intel Platforms⚡,,"['py-cpuinfo', 'setuptools', 'setuptools-scm']",both,4,2022,2025,"⚡ Build your chatbot within minutes on your favorite device; offer SOTA compression techniques for LLMs; run LLMs efficiently on Intel Platforms⚡ ['large-language-model', 'chatbot', '4-bits', 'llm-inference', 'llm-cpu', 'chatpdf', 'streamingllm', 'intel-optimized-llamacpp', 'speculative-decoding', 'neural-chat', 'habana', 'neural-chat-7b', 'rag', 'retrieval', 'autoround', 'gaudi3']"
2529,"""generative"" AND ""AI""",dmarx/keyframed,https://github.com/dmarx/keyframed,2022-11-10T20:53:25+00:00,2025-05-17T16:26:31+00:00,2023-12-14T03:04:10+00:00,Python,34.0,1.0,34.0,23.0,FALSE,[],"Simple, expressive, pythonic datatypes for manipulating curves parameterized by keyframes and interpolators.",,"['matplotlib', 'omegaconf', 'sortedcontainers']",setup,0,2022,2025,"Simple, expressive, pythonic datatypes for manipulating curves parameterized by keyframes and interpolators. []"
2530,"""generative"" AND ""AI""",aniketmaurya/stable_diffusion_inference,https://github.com/aniketmaurya/stable_diffusion_inference,2022-11-30T16:08:49+00:00,2025-01-14T18:24:46+00:00,2023-07-27T16:07:00+00:00,Python,17.0,2.0,17.0,1.0,FALSE,[],"Simple and easy stable diffusion inference with LightningModule on GPU, CPU and MPS (Possibly all devices supported by Lightning).",,"['black', 'chardet', 'clip', 'einops', 'fairscale', 'fire', 'fsspec', 'invisible-watermark', 'kornia', 'matplotlib', 'natsort', 'ninja', 'numpy', 'omegaconf', 'open-clip-torch', 'opencv-python', 'pandas', 'pillow', 'pudb', 'pytorch-lightning', 'pyyaml', 'scipy', 'sgm', 'streamlit', 'tensorboardx', 'timm', 'tokenizers', 'torch', 'torchaudio', 'torchdata', 'torchmetrics', 'torchvision', 'tqdm', 'transformers', 'triton', 'urllib3', 'wandb', 'webdataset', 'wheel', 'xformers']",both,5,2022,2025,"Simple and easy stable diffusion inference with LightningModule on GPU, CPU and MPS (Possibly all devices supported by Lightning). []"
2531,"""generative"" AND ""AI""",fresh-creations/tammy,https://github.com/fresh-creations/tammy,2022-12-22T18:48:03+00:00,2025-05-29T23:36:09+00:00,2023-05-28T09:17:46+00:00,Python,14.0,5.0,14.0,12.0,FALSE,"['generative-ai', 'pytorch', 'stable-diffusion', 'deep-learning']",Generative AI for music videos,,"['accelerate', 'diffusers', 'ffmpeg-python', 'gdown', 'imageio', 'kornia', 'mega-py', 'moviepy', 'n', 'numpy', 'omegaconf', 'opencv-python', 'pandas', 'pillow', 'pre-commit', 'pytest', 'regex', 'requirements-txt', 'scikit-image', 'spleeter', 'taming-transformers', 'tensorboard', 'timm', 'torch', 'torchvision', 'tqdm', 'transformers', 'wget']",both,10,2022,2025,"Generative AI for music videos ['generative-ai', 'pytorch', 'stable-diffusion', 'deep-learning']"
2532,"""generative"" AND ""AI""",zhvng/open-musiclm,https://github.com/zhvng/open-musiclm,2023-01-29T05:11:22+00:00,2025-05-21T12:23:20+00:00,2023-06-03T17:48:40+00:00,Python,543.0,61.0,543.0,12.0,FALSE,"['artificial-intelligence', 'attention', 'music-generation', 'transformer', 'text-to-music']","Implementation of MusicLM, a text to music model published by Google Research, with a few modifications.",,"['accelerate', 'beartype', 'einops', 'encodec', 'ftfy', 'gdown', 'h5py', 'joblib', 'librosa', 'scikit-learn', 'torch', 'torchaudio', 'torchlibrosa', 'torchvision', 'tqdm', 'transformers', 'vector-quantize-pytorch', 'wget']",setup,13,2023,2025,"Implementation of MusicLM, a text to music model published by Google Research, with a few modifications. ['artificial-intelligence', 'attention', 'music-generation', 'transformer', 'text-to-music']"
2533,"""generative"" AND ""AI""",wjn1996/HugNLP,https://github.com/wjn1996/HugNLP,2023-02-18T15:29:22+00:00,2025-05-19T09:14:53+00:00,2023-08-07T06:24:14+00:00,Python,247.0,13.0,247.0,0.0,FALSE,"['deep-learning', 'few-shot-learning', 'knowledge-enhancement', 'natural-language-processing', 'pre-trained-language-models', 'prompt-based-learning', 'pytorch', 'semi-supervised-learning', 'supervised-learning', 'transformers', 'code-understanding']",HugNLP is a unified and comprehensive NLP library based on HuggingFace Transformer. Please hugging for NLP now!😊 HugNLP will released to @HugAILab,,"['accelerate', 'bs4', 'datasets', 'deepspeed', 'fairscale', 'jieba', 'mlflow', 'openai', 'peft', 'pymysql', 'roformer', 'scikit-learn', 'sentence-transformers', 'sentencepiece', 'torch', 'tqdm', 'transformers', 'ujson']",both,1,2023,2025,"HugNLP is a unified and comprehensive NLP library based on HuggingFace Transformer. Please hugging for NLP now!😊 HugNLP will released to @HugAILab ['deep-learning', 'few-shot-learning', 'knowledge-enhancement', 'natural-language-processing', 'pre-trained-language-models', 'prompt-based-learning', 'pytorch', 'semi-supervised-learning', 'supervised-learning', 'transformers', 'code-understanding']"
2534,"""generative"" AND ""AI""",cloneofsimo/consistency_models,https://github.com/cloneofsimo/consistency_models,2023-03-05T22:35:23+00:00,2025-05-23T06:24:43+00:00,2023-03-07T16:52:10+00:00,Python,256.0,11.0,256.0,3.0,FALSE,"['generative-model', 'pytorch']",Unofficial Implementation of Consistency Models in pytorch,,"['requirements-txt', 'torch', 'torchvision', 'tqdm']",both,5,2023,2025,"Unofficial Implementation of Consistency Models in pytorch ['generative-model', 'pytorch']"
2535,"""generative"" AND ""AI""",Yuan-ManX/SouPyX,https://github.com/Yuan-ManX/SouPyX,2023-03-05T06:10:31+00:00,2025-03-16T21:40:19+00:00,2023-11-28T02:46:51+00:00,Python,38.0,3.0,38.0,1.0,FALSE,"['audio', 'audio-processing', 'music', 'audio-effects', 'audio-visualization', 'dsp', 'mechine-learning', 'sound-synthesis', 'spatial-audio', 'deep-learning']",SouPyX: An Audio Exploration Space.🪐,,"['h5py', 'matplotlib', 'mido', 'numpy', 'scikit-learn', 'scipy', 'torch']",setup,10,2023,2025,"SouPyX: An Audio Exploration Space.🪐 ['audio', 'audio-processing', 'music', 'audio-effects', 'audio-visualization', 'dsp', 'mechine-learning', 'sound-synthesis', 'spatial-audio', 'deep-learning']"
2536,"""generative"" AND ""AI""",HugAILab/HugNLP,https://github.com/HugAILab/HugNLP,2023-04-25T10:13:16+00:00,2025-05-20T12:39:54+00:00,2023-10-31T16:39:00+00:00,Python,388.0,47.0,388.0,9.0,FALSE,"['code-understanding', 'deep-learning', 'few-shot-learning', 'instruction-tuning', 'large-language-models', 'natural-language-processing', 'prompt-based-learning', 'pytorch', 'transformers', 'information-extraction', 'hugchat']",CIKM2023 Best Demo Paper Award. HugNLP is a unified and comprehensive NLP library based on HuggingFace Transformer. Please hugging for NLP now!😊,,"['accelerate', 'bs4', 'datasets', 'deepspeed', 'fairscale', 'jieba', 'mlflow', 'openai', 'peft', 'pymysql', 'roformer', 'scikit-learn', 'sentence-transformers', 'sentencepiece', 'torch', 'tqdm', 'transformers', 'ujson']",both,1,2023,2025,"CIKM2023 Best Demo Paper Award. HugNLP is a unified and comprehensive NLP library based on HuggingFace Transformer. Please hugging for NLP now!😊 ['code-understanding', 'deep-learning', 'few-shot-learning', 'instruction-tuning', 'large-language-models', 'natural-language-processing', 'prompt-based-learning', 'pytorch', 'transformers', 'information-extraction', 'hugchat']"
2537,"""generative"" AND ""AI""",sshh12/llm_osint,https://github.com/sshh12/llm_osint,2023-04-13T00:51:48+00:00,2025-05-30T07:25:26+00:00,2024-11-02T01:57:05+00:00,Python,206.0,43.0,206.0,1.0,FALSE,"['gpt-4', 'llms', 'osint', 'webscraping']",LLM OSINT is a proof-of-concept method of using LLMs to gather information from the internet and then perform a task with this information.,,"['black', 'bs4', 'langchain', 'langchain-community', 'openai', 'requests']",both,11,2023,2025,"LLM OSINT is a proof-of-concept method of using LLMs to gather information from the internet and then perform a task with this information. ['gpt-4', 'llms', 'osint', 'webscraping']"
2538,"""generative"" AND ""AI""",ShengdingHu/GPT-World,https://github.com/ShengdingHu/GPT-World,2023-04-10T10:58:30+00:00,2025-05-04T17:23:28+00:00,2024-02-14T08:01:20+00:00,Python,157.0,17.0,157.0,4.0,FALSE,[],A simulation of world using GPTs. (depreciated),,"['colorlog', 'flask', 'flask-cors', 'flask-socketio', 'jsonify', 'numpy', 'openai', 'orjson', 'pillow', 'scikit-learn', 'setuptools', 'tiktoken', 'tqdm']",both,14,2023,2025,A simulation of world using GPTs. (depreciated) []
2539,"""generative"" AND ""AI""",dsdanielpark/Bard-API,https://github.com/dsdanielpark/Bard-API,2023-05-11T17:54:48+00:00,2025-05-30T17:50:34+00:00,2024-04-24T10:38:31+00:00,Python,5263.0,520.0,5263.0,3.0,FALSE,"['google-bard', 'google-bard-python', 'chatbot', 'nlp', 'google', 'llm', 'api', 'bard', 'ai-api', 'googlebard', 'bard-api', 'google-maps-api', 'google-bard-api']",The unofficial python package that returns response of Google Bard through cookie value.,,"['browser-cookie3', 'colorama', 'deep-translator', 'google-cloud-translate', 'httpx', 'langdetect', 'python-gemini-api', 'requests']",both,8,2023,2025,"The unofficial python package that returns response of Google Bard through cookie value. ['google-bard', 'google-bard-python', 'chatbot', 'nlp', 'google', 'llm', 'api', 'bard', 'ai-api', 'googlebard', 'bard-api', 'google-maps-api', 'google-bard-api']"
2540,"""generative"" AND ""AI""",ArchieAlexArkhipov/Cycle-CenterNet,https://github.com/ArchieAlexArkhipov/Cycle-CenterNet,2023-05-06T21:20:08+00:00,2025-03-31T08:42:08+00:00,2023-06-28T07:43:03+00:00,Python,20.0,2.0,20.0,3.0,FALSE,[],CycleCenternet based on MMDetection,,"['-rrequirementsbuild-txt', '-rrequirementsoptional-txt', '-rrequirementsruntime-txt', '-rrequirementstests-txt']",both,14,2023,2025,CycleCenternet based on MMDetection []
2541,"""generative"" AND ""AI""",everydaycodings/SecondBrain,https://github.com/everydaycodings/SecondBrain,2023-05-24T23:42:10+00:00,2025-05-19T00:44:38+00:00,2023-06-10T18:50:02+00:00,Python,16.0,6.0,16.0,0.0,FALSE,"['generative-ai', 'gpt4all', 'llm', 'open-source', 'python', 'streamlit', 'hactoberfest']","SecondBrain is your second brain in the cloud, designed to easily store and retrieve unstructured information. It's like Obsidian but powered by generative AI.",,"['anthropic', 'chromadb', 'faiss-cpu', 'fastapi', 'gpt4all', 'instructorembedding', 'langchain', 'llama-cpp-python', 'loguru', 'markdown', 'openai', 'pdf2image', 'pyngrok', 'pypdf', 'pytesseract', 'python-multipart', 'sentence-transformers', 'streamlit', 'streamlit-chat', 'strenum', 'supabase', 'tiktoken', 'unstructured', 'uvicorn', 'wikipedia']",both,16,2023,2025,"SecondBrain is your second brain in the cloud, designed to easily store and retrieve unstructured information. It's like Obsidian but powered by generative AI. ['generative-ai', 'gpt4all', 'llm', 'open-source', 'python', 'streamlit', 'hactoberfest']"
2542,"""generative"" AND ""AI""",ThyrixYang/IDToolkit,https://github.com/ThyrixYang/IDToolkit,2023-05-26T07:43:49+00:00,2025-03-14T04:16:42+00:00,2023-10-21T12:18:49+00:00,Python,12.0,1.0,12.0,0.0,FALSE,"['bayesian-optimization', 'benchmark', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'inverse-design', 'inverse-problems', 'kdd', 'kdd2023']","IDToolkit: A Toolkit for Benchmarking and Developing Inverse Design Algorithms in Nanophotonics, KDD'23",,"['joblib', 'networkx', 'nevergrad', 'nltk', 'pandas', 'pytorch-lightning', 'pyyaml', 'ray', 'rich', 'tqdm', 'xgboost']",both,7,2023,2025,"IDToolkit: A Toolkit for Benchmarking and Developing Inverse Design Algorithms in Nanophotonics, KDD'23 ['bayesian-optimization', 'benchmark', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'inverse-design', 'inverse-problems', 'kdd', 'kdd2023']"
2543,"""generative"" AND ""AI""",gemelo-ai/vocos,https://github.com/gemelo-ai/vocos,2023-06-01T10:20:23+00:00,2025-05-29T13:00:09+00:00,2024-08-07T11:07:23+00:00,Python,932.0,110.0,932.0,48.0,FALSE,"['vocoder', 'vocos']",Vocos: Closing the gap between time-domain and Fourier-based neural vocoders for high-quality audio synthesis,,"['einops', 'encodec', 'huggingface-hub', 'numpy', 'pyyaml', 'scipy', 'torch', 'torchaudio']",both,5,2023,2025,"Vocos: Closing the gap between time-domain and Fourier-based neural vocoders for high-quality audio synthesis ['vocoder', 'vocos']"
2544,"""generative"" AND ""AI""",segmind/segmind-py,https://github.com/segmind/segmind-py,2023-06-26T14:48:07+00:00,2024-07-28T02:29:43+00:00,2023-09-13T07:41:50+00:00,Python,10.0,2.0,10.0,1.0,FALSE,[],Python client for Segmind APIs,,['pillow'],setup,8,2023,2024,Python client for Segmind APIs []
2545,"""generative"" AND ""AI""",joanrod/figure-diffusion,https://github.com/joanrod/figure-diffusion,2023-07-14T15:24:14+00:00,2025-05-07T05:24:07+00:00,2023-07-17T01:51:12+00:00,Python,29.0,3.0,29.0,4.0,FALSE,"['diffusion-models', 'latent-diffusion', 'ocr-vqgan', 'paper2fig100k', 'stable-diffusion', 'text-to-image', 'text-to-figure']","Generating figures from research papers, using textual captions from the paper.",,"['numpy', 'torch', 'tqdm']",setup,9,2023,2025,"Generating figures from research papers, using textual captions from the paper. ['diffusion-models', 'latent-diffusion', 'ocr-vqgan', 'paper2fig100k', 'stable-diffusion', 'text-to-image', 'text-to-figure']"
2546,"""generative"" AND ""AI""",Width-ai/powerpoint-generative-ai,https://github.com/Width-ai/powerpoint-generative-ai,2023-07-26T07:11:26+00:00,2025-01-07T11:06:42+00:00,2024-02-15T21:02:52+00:00,Python,16.0,2.0,16.0,1.0,FALSE,[],Python library to generate and analyze powerpoints,,"['backoff', 'langchain', 'openai', 'pinecone-client', 'python-pptx']",both,8,2023,2025,Python library to generate and analyze powerpoints []
2547,"""generative"" AND ""AI""",flowese/IdeogramWrapper,https://github.com/flowese/IdeogramWrapper,2023-08-30T19:04:38+00:00,2025-04-27T15:19:38+00:00,2023-08-31T10:25:13+00:00,Python,72.0,7.0,72.0,3.0,FALSE,[],IdeogramWrapper Is a Python package that allows you to generate images from Ideogram's API using textual prompts. This package is based on reverse engineering of Ideogram's API (https://ideogram.ai/) and is not officially endorsed by Ideogram,,['requests'],both,8,2023,2025,IdeogramWrapper Is a Python package that allows you to generate images from Ideogram's API using textual prompts. This package is based on reverse engineering of Ideogram's API (https://ideogram.ai/) and is not officially endorsed by Ideogram []
2548,"""generative"" AND ""AI""",UABPeriopAI/IRB_Assistant,https://github.com/UABPeriopAI/IRB_Assistant,2023-09-01T15:43:40+00:00,2025-01-26T15:13:34+00:00,2024-05-02T22:06:13+00:00,Python,10.0,5.0,10.0,0.0,FALSE,[],Generative AI for Institutional Review Board (IRB) Human Subject Protocol Proposals,,"['aiohttp', 'aiosignal', 'altair', 'annotated-types', 'anyio', 'async-timeout', 'attrs', 'biopython', 'blinker', 'cachetools', 'certifi', 'charset-normalizer', 'click', 'dataclasses-json', 'distro', 'exceptiongroup', 'frozenlist', 'gitdb', 'gitpython', 'greenlet', 'h11', 'httpcore', 'httpx', 'idna', 'jinja2', 'jsonpatch', 'jsonpointer', 'jsonschema', 'jsonschema-specifications', 'langchain', 'langchain-community', 'langchain-core', 'langchain-text-splitters', 'langsmith', 'llm-utils', 'markdown-it-py', 'markupsafe', 'marshmallow', 'mdurl', 'multidict', 'mypy-extensions', 'numpy', 'openai', 'orjson', 'packaging', 'pandas', 'pillow', 'protobuf', 'pyarrow', 'pydantic', 'pydantic-core', 'pydeck', 'pygments', 'pyodbc', 'pypandoc', 'python-dateutil', 'pytz', 'pyyaml', 'referencing', 'requests', 'rich', 'rpds-py', 'shellingham', 'six', 'smmap', 'sniffio', 'sqlalchemy', 'st-pages', 'streamlit', 'tenacity', 'toml', 'toolz', 'tornado', 'tqdm', 'typer', 'typing-extensions', 'typing-inspect', 'tzdata', 'urllib3', 'watchdog', 'yarl']",both,13,2023,2025,Generative AI for Institutional Review Board (IRB) Human Subject Protocol Proposals []
2549,"""generative"" AND ""AI""",HumanoidAgents/HumanoidAgents,https://github.com/HumanoidAgents/HumanoidAgents,2023-10-09T00:03:11+00:00,2025-05-28T01:59:46+00:00,2024-10-14T21:33:36+00:00,Python,294.0,30.0,294.0,1.0,FALSE,[],Humanoid Agents: Platform for Simulating Human-like Generative Agents,,"['dash', 'dash-bootstrap-components', 'dash-daq', 'flask-caching', 'numpy', 'openai', 'pandas', 'plotly', 'pyyaml', 'scikit-learn', 'sentence-transformers']",both,15,2023,2025,Humanoid Agents: Platform for Simulating Human-like Generative Agents []
2550,"""generative"" AND ""AI""",RuoyuFeng/CCEdit,https://github.com/RuoyuFeng/CCEdit,2023-10-24T02:49:47+00:00,2025-05-21T06:18:16+00:00,2024-06-11T06:55:44+00:00,Python,110.0,7.0,110.0,6.0,FALSE,[],CCEdit: Creative and Controllable Video Editing via Diffusion Models,,"['-e-', '-egithttpsgithub-comcompvistaming-transformers-git', '-egithttpsgithub-comopenaiclip-git', '-egithttpsgithub-comstability-aidatapipelines-git', 'av', 'chardet', 'decord', 'deepspeed', 'einops', 'entrypoints', 'fairscale', 'fire', 'fsspec', 'imageio', 'invisible-watermark', 'kornia', 'loralib', 'matplotlib', 'moviepy', 'natsort', 'ninja', 'numpy', 'omegaconf', 'open-clip-torch', 'opencv-python', 'pandas', 'pillow', 'pudb', 'pytorch-lightning', 'pyyaml', 'scipy', 'sqlparse', 'streamlit', 'tensorboardx', 'timm', 'tokenizers', 'torch', 'torchaudio', 'torchdata', 'torchmetrics', 'torchvision', 'tqdm', 'transformers', 'triton', 'urllib3', 'wandb', 'webdataset', 'xformers']",both,3,2023,2025,CCEdit: Creative and Controllable Video Editing via Diffusion Models []
2551,"""generative"" AND ""AI""",WangLabTHU/GPro,https://github.com/WangLabTHU/GPro,2023-10-08T03:44:02+00:00,2025-03-09T05:42:25+00:00,2024-03-08T01:12:27+00:00,Python,19.0,7.0,19.0,0.0,FALSE,[],GPro: a toolbox for Generative approaches in promoter design,,"['axial-positional-embedding', 'levenshtein', 'linear-attention-transformer', 'logomaker', 'matplotlib', 'numpy', 'pandas', 'prettytable', 'scipy', 'seaborn', 'tensorboard', 'torch', 'torchflow', 'torchvision', 'tqdm', 'wandb']",both,7,2023,2025,GPro: a toolbox for Generative approaches in promoter design []
2552,"""generative"" AND ""AI""",MusicLang/musiclang_predict,https://github.com/MusicLang/musiclang_predict,2023-11-23T14:57:08+00:00,2025-05-29T23:31:01+00:00,2024-03-25T09:00:58+00:00,Python,286.0,18.0,286.0,11.0,FALSE,[],AI Prediction api of the MusicLang package,,"['accelerate', 'musiclang', 'sentencepiece', 'tokenizers', 'torch', 'torchtoolkit', 'transformers']",both,13,2023,2025,AI Prediction api of the MusicLang package []
2553,"""generative"" AND ""AI""",microsoft/MOFDiff,https://github.com/microsoft/MOFDiff,2023-11-15T23:12:22+00:00,2025-04-04T01:58:13+00:00,2024-06-18T01:09:09+00:00,Python,42.0,6.0,42.0,12.0,FALSE,[],Coarse-grained Diffusion for Metal-Organic Framework Design,,"['absl-py', 'aiohttp', 'aiosignal', 'antlr4-python3-runtime', 'appdirs', 'ase', 'async-timeout', 'attrs', 'backports-cached-property', 'black', 'blinker', 'brotli', 'cachetools', 'certifi', 'cffi', 'charset-normalizer', 'click', 'colorama', 'contourpy', 'cryptography', 'cycler', 'dill', 'docker-pycreds', 'element-coder', 'f90wrap', 'flask', 'fonttools', 'frozenlist', 'fsspec', 'future', 'gitdb', 'gitpython', 'gmpy2', 'google-auth', 'google-auth-oauthlib', 'greenlet', 'grpcio', 'hydra-core', 'idna', 'importlib-metadata', 'itsdangerous', 'jinja2', 'joblib', 'kiwisolver', 'lammps', 'lammps-interface', 'latexcodec', 'libconeangle', 'llvmlite', 'lmdb', 'loguru', 'markdown', 'markupsafe', 'matplotlib', 'mendeleev', 'mofchecker', 'monty', 'mpmath', 'multidict', 'multiprocess', 'munkres', 'mypy-extensions', 'networkx', 'numba', 'numpy', 'oauthlib', 'omegaconf', 'p-tqdm', 'packaging', 'palettable', 'pandas', 'pathos', 'pathspec', 'pillow', 'pip', 'platformdirs', 'plotly', 'ply', 'pox', 'ppft', 'protobuf', 'psutil', 'pyasn1', 'pyasn1-modules', 'pybind11', 'pybtex', 'pycparser', 'pydeprecate', 'pyeqeq', 'pyfiglet', 'pygments', 'pyjwt', 'pymatgen', 'pyopenssl', 'pyparsing', 'pyqt5', 'pyqt5-sip', 'pysocks', 'python-dateutil', 'python-dotenv', 'pytorch-lightning', 'pytz', 'pyu2f', 'pyyaml', 'quippy-ase', 'requests', 'requests-oauthlib', 'rsa', 'ruamel-yaml', 'ruamel-yaml-clib', 'scikit-learn', 'scipy', 'sentry-sdk', 'setproctitle', 'setuptools', 'sip', 'six', 'smmap', 'spglib', 'sqlalchemy', 'structuregraph-helpers', 'sympy', 'tabulate', 'tenacity', 'tensorboard', 'tensorboard-data-server', 'threadpoolctl', 'toml', 'tomli', 'torch', 'torch-geometric', 'torch-scatter', 'torch-sparse', 'torchmetrics', 'tornado', 'tqdm', 'typing-extensions', 'tzdata', 'uncertainties', 'unicodedata2', 'urllib3', 'wandb', 'werkzeug', 'wheel', 'yarl', 'zipp']",both,7,2023,2025,Coarse-grained Diffusion for Metal-Organic Framework Design []
2554,"""generative"" AND ""AI""",segments-ai/latent-diffusion-segmentation,https://github.com/segments-ai/latent-diffusion-segmentation,2024-01-15T14:15:48+00:00,2025-05-28T20:20:22+00:00,2024-01-30T09:22:10+00:00,Python,87.0,7.0,87.0,7.0,FALSE,"['diffusion-models', 'generative-ai', 'latent-diffusion', 'panoptic-segmentation', 'pytorch', 'segmentation', 'stable-diffusion']",A Simple Latent Diffusion Approach for Panoptic Segmentation and Mask Inpainting [ECCV 2024],,"['accelerate', 'diffusers', 'easydict', 'einops', 'hydra-core', 'opencv-python', 'pyyaml', 'scipy', 'termcolor', 'timm', 'torch', 'torchvision', 'transformers', 'wandb', 'xformers']",setup,3,2024,2025,"A Simple Latent Diffusion Approach for Panoptic Segmentation and Mask Inpainting [ECCV 2024] ['diffusion-models', 'generative-ai', 'latent-diffusion', 'panoptic-segmentation', 'pytorch', 'segmentation', 'stable-diffusion']"
2555,"""generative"" AND ""AI""",mever-team/sidbench,https://github.com/mever-team/sidbench,2024-01-28T11:45:49+00:00,2025-05-22T01:11:41+00:00,2024-11-15T16:25:58+00:00,Python,40.0,5.0,40.0,3.0,FALSE,[],A Python framework for reliably assessing synthetic image detection methods,,"['blobfile', 'fairscale', 'ftfy', 'matplotlib', 'numpy', 'numpyencoder', 'opencv-python', 'pillow', 'regex', 'scikit-learn', 'scipy', 'timm', 'tqdm', 'transformers']",both,3,2024,2025,A Python framework for reliably assessing synthetic image detection methods []
